preseason_temp_anomaly,chilling_anomaly,interaction,pred,lower,upper
-2.5953249424414175,-2,5.190649884882835,1.6608408297351769,-6.122363980090697,9.11951348961663
-2.549722141598809,-2,5.099444283197618,1.6407876007198205,-6.010528010849822,8.973364424074965
-2.504119340756201,-2,5.008238681512402,1.619690132661595,-5.875206605462144,8.823216429998661
-2.4585165399135924,-2,4.917033079827185,1.6008348085983108,-5.762223397525039,8.675067900189681
-2.412913739070984,-2,4.825827478141968,1.5791801800425245,-5.640632816956067,8.526919370380696
-2.3673109382283757,-2,4.734621876456751,1.5593548506252235,-5.526218404495489,8.37721837791549
-2.3217081373857673,-2,4.643416274771535,1.545106790954498,-5.4054470586517915,8.216348103286013
-2.276105336543159,-2,4.552210673086318,1.5256731256515446,-5.294302847824315,8.050081735538397
-2.2305025357005506,-2,4.461005071401101,1.5076060151474149,-5.178095353587019,7.906624110452225
-2.184899734857942,-2,4.369799469715884,1.4887754802919742,-5.052673251885539,7.761122278433906
-2.1392969340153343,-2,4.2785938680306685,1.4736726992123597,-4.939703549821003,7.614226145517451
-2.0936941331727255,-2,4.187388266345451,1.4499525540899332,-4.827184280323817,7.469572237043013
-2.0480913323301175,-2,4.096182664660235,1.4297818097033694,-4.710837749034428,7.312940473983968
-2.0024885314875087,-2,4.004977062975017,1.4125339827213153,-4.593439769645437,7.173278760365588
-1.9568857306449008,-2,3.9137714612898016,1.3904712490011981,-4.464537943692316,7.027345478268083
-1.9112829298022924,-2,3.822565859604585,1.3716974985534622,-4.3482332251768465,6.878559461763684
-1.865680128959684,-2,3.731360257919368,1.3484341381595493,-4.2363572541758145,6.736434367473737
-1.8200773281170757,-2,3.6401546562341514,1.327858197192921,-4.11577657998677,6.599444043296137
-1.7744745272744673,-2,3.5489490545489346,1.3095800445017636,-4.008499763624337,6.452839953054943
-1.728871726431859,-2,3.457743452863718,1.2896612408035502,-3.9015120925022564,6.30718092082003
-1.6832689255892506,-2,3.366537851178501,1.2726033748391354,-3.7768703134831743,6.157482185486272
